Q96SW2	Q96SW2
Q8C0V1	Q8C0V1
Q8C0V1	Q8NA31
Q55389	Q55389
Q9Y4E5	Q9Y4E5
Q8IWE5	Q8IWE5
Q5JX71	Q5JX71
Q68CZ1	Q68CZ1
Q68CZ1	Q96KN7
O08734	O08734
P03209	P03209
P23508	P23508
Q8N137	Q8N137
P39718	P39718
Q9UQ84	Q9UQ84
Q9UQ84	P39875
P06772	P06772
Q96HB5	Q96HB5
Q96HB5	Q3KP66
Q9F4H4	Q9F4H4
Q7Z4W1	Q7Z4W1
Q8NFF5	Q8NFF5
O54718	O54718
O54718	P81122
O54718	P35568
O54718	P35570
O54718	P35569
Q9BZZ5	Q9BZZ5
P55892	P55892
Q63HK5	Q63HK5
Q08242	Q08242
P06101	P06101
P06101	O94740
Q12019	Q12019
Q12416	Q12416
P03027	P03027
P03027	O67198
P02724	P02724
P02724	P06028
P02724	B8Q183
Q27934	Q27934
P28905	P28905
Q6NUP7	Q6NUP7
Q8WWY6	Q8WWY6
Q8WWY6	Q9UBB5
P37238	P37238
P37238	P37231
P37238	Q07869
P37238	Q96RI1
P37238	F1D8P7
P37238	P55055
P37238	Q13133
Q5T2E6	Q5T2E6
P32526	P32526
Q08850	Q08850
Q08850	Q12846
Q08850	Q13277
Q08850	Q16623
Q08850	O35526
P06100	P06100
P06100	O75175
Q9J4B7	Q9J4B7
P33748	P33748
A0A0H3NKV4	A0A0H3NKV4
O59757	O59757
Q02818	Q02818
Q03468	Q03468
Q03468	Q9Y620
Q03468	Q92698
Q03468	Q8SVZ5
Q03468	Q6EVK6
Q03468	Q14839
Q03468	P22082
Q03468	Q86WJ1
Q03468	Q3TKT4
Q03468	P51531
Q03468	Q9P2D1
Q03468	O14646
Q03468	Q9HCK8
Q9UUB5	Q9UUB5
Q53682	Q53682
Q8WW34	Q8WW34
Q8N5R6	Q8N5R6
Q8IYI6	Q8IYI6
Q99MS3	Q99MS3
Q15742	Q15742
Q5M9N0	Q5M9N0
P17799	P17799
P38920	P38920
P38920	P40692
P38270	P38270
Q03406	Q03406
P08887	P08887
P01558	P01558
Q9Q0V0	Q9Q0V0
Q9Q0V0	P03431
Q8IX07	Q8IX07
Q8IX07	O35615
Q99728	Q99728
Q8N205	Q8N205
Q8IWE4	Q8IWE4
Q15468	Q15468
P32523	P32523
Q9ULJ1	Q9ULJ1
P22203	P22203
P40586	P40586
Q9R8E4	Q9R8E4
Q9DUM3	Q9DUM3
Q9Y237	Q9Y237
P26449	P26449
P38734	P38734
Q8VHY0	Q8VHY0
P41810	P41810
P41810	P53618
Q8TD16	Q8TD16
Q8TD16	Q921C5
Q8NHQ1	Q8NHQ1
Q4LDX8	Q4LDX8
Q4LDX8	Q9P2X0
P14174	P14174
Q12874	Q12874
P14779	P14779
Q71F23	Q71F23
Q8NEZ5	Q8NEZ5
Q04003	Q04003
Q9BSU1	Q9BSU1
Q923J1	Q923J1
Q6PID6	Q6PID6
P43221	P43221
O35625	O35625
O35625	O70239
O35625	Q14DJ8
O35625	O88566
Q8XAP0	Q8XAP0
Q97Z83	Q97Z83
Q5T5P2	Q5T5P2
P33895	P33895
O95273	O95273
P32389	P32389
P22891	P22891
Q7CLS3	Q7CLS3
Q7CLS3	P40939
Q7CLS3	Q08426
P72854	P72854
Q9BV19	Q9BV19
O15040	O15040
Q3V5L5	Q3V5L5
Q14296	Q14296
P0AEJ4	P0AEJ4
P0AEJ4	P0AE82
Q9LQZ7	Q9LQZ7
Q9LQZ7	Q9SYM2
Q9LQZ7	Q96288
Q9LQZ7	Q9SID1
Q9NZ42	Q9NZ42
Q14517	Q14517
Q04437	Q04437
Q86XK2	Q86XK2
P53990	P53990
P22301	P22301
Q8IUH5	Q8IUH5
Q8IUH5	Q9C0D5
O32164	O32164
P35070	P35070
P35070	P01135
P35070	P01134
Q9XII1	Q9XII1
Q93088	Q93088
Q01344	Q01344
P48598	P48598
P48598	P07260
P48598	O60573
Q9Z2X8	Q9Z2X8
Q9Z2X8	Q14145
Q9Z2X8	Q9Y2M5
Q9Z2X8	Q6JEL2
Q9Z2X8	O95198
Q9Z2X8	Q9UH77
Q9Z2X8	Q53G59
Q9Z2X8	Q8IXQ5
A1Z0P7	A1Z0P7
P31513	P31513
P31513	Q01740
Q7RTN6	Q7RTN6
Q7RTN6	Q3UUJ4
O43707	O43707
O43707	P35609
O43707	Q08043
O43707	P12814
O43707	P05094
O43707	Q01082
O43707	Q13813
O43707	Q03001
O43707	Q9UPN3
O43707	Q8NF91
O43707	Q9QXS1
O43707	Q15149
Q8ZNR3	Q8ZNR3
Q9Y2Q3	Q9Y2Q3
Q92562	Q92562
Q92562	P42837
Q9QWY8	Q9QWY8
Q9QWY8	O43150
O13851	O13851
P30154	P30154
P30154	P30153
P30154	Q76MZ3
Q9UL19	Q9UL19
Q92783	Q92783
Q92783	O75886
Q96I24	Q96I24
Q9NRA8	Q9NRA8
Q7RSF0	Q7RSF0
Q9HWR3	Q9HWR3
P53507	P53507
O43502	O43502
P48581	P48581
V6BMM3	V6BMM3
O75638	O75638
Q00816	Q00816
Q9NTK1	Q9NTK1
Q04658	Q04658
Q9UTE3	Q9UTE3
Q06148	Q06148
P35497	P35497
P35497	Q07786
P35497	Q07993
P35497	Q00796
P32334	P32334
Q5T700	Q5T700
Q8IV31	Q8IV31
P50524	P50524
Q9GZT8	Q9GZT8
Q9NQT4	Q9NQT4
P48775	P48775
Q9BPX1	Q9BPX1
Q9BPX1	Q9BUT1
Q01718	Q01718
Q13228	Q13228
P0AC51	P0AC51
P66817	P66817
Q14596	Q14596
P11207	P11207
P11207	P0C774
Q86YQ8	Q86YQ8
P03126	P03126
P52756	P52756
Q9M2K4	Q9M2K4
Q9M2K4	F4IN23
P11926	P11926
P11926	O14977
P32447	P32447
P32447	Q3C1E9
P32447	Q9NVP2
P32447	Q9Y294
P32447	Q19326
P32447	Q9LS09
P9WJA9	P9WJA9
P9WJA9	P46014
P30039	P30039
Q9UM73	Q9UM73
Q9UM73	P07949
Q8N8K9	Q8N8K9
Q5JXC2	Q5JXC2
Q9QZ85	Q9QZ85
Q10337	Q10337
F1SKJ2	F1SKJ2
F1SKJ2	Q99757
F1SKJ2	P52231
F1SKJ2	P29448
F1SKJ2	P09856
F1SKJ2	P73263
F1SKJ2	Q9M7X9
F1SKJ2	P13667
F1SKJ2	G3IDT6
F1SKJ2	P07237
F1SKJ2	Q8NBS9
F1SKJ2	P17967
F1SKJ2	Q4VIT4
F1SKJ2	P30101
P04958	P04958
P04958	Q60393
P04958	P10844
P04958	B1INP5
P04958	Q57236
P04958	P0DPI0
Q10154	Q10154
Q07986	Q07986
P50284	P50284
P50284	P26842
P39929	P39929
P39929	Q9H444
P39929	Q9BY43
Q07412	Q07412
Q8C6E0	Q8C6E0
G5EFM0	G5EFM0
P61916	P61916
P73829	P73829
Q96EF0	Q96EF0
Q96EF0	Q9Y216
Q96EF0	Q96QG7
Q96EF0	Q13613
Q96EF0	Q13496
Q99569	Q99569
Q99569	O60716
Q99569	P30999
Q99569	Q99959
Q99569	Q9Y446
O14936	O14936
O14936	Q9UQM7
O14936	P11275
O14936	Q24210
O14936	Q13554
O14936	P08413
O14936	Q13557
O14936	Q00168
O14936	P28652
O14936	Q6PHZ2
O14936	Q14168
O14936	Q6NLQ6
O14936	Q38869
O14936	Q39016
O14936	P53355
O14936	Q9ZSA2
O14936	Q9M101
O14936	O43293
O14936	Q9UIK4
O14936	O54784
O14936	O88764
O14936	A0AAR7
O14936	Q16644
P08588	P08588
P08588	P34971
P08588	P08908
P08588	P35348
P08588	P35462
P08588	P97288
P08588	P07550
P08588	P51436
P08588	P29274
P08588	P28222
P08588	P28335
P11716	P11716
P11716	E9Q401
A1E140	A1E140
P07013	P07013
P30536	P30536
P39721	P39721
O00116	O00116
P45779	P45779
Q8TF05	Q8TF05
P51859	P51859
P51859	Q3UMU9
Q15645	Q15645
P22219	P22219
Q96CM8	Q96CM8
Q9Y5B0	Q9Y5B0
Q91UR4	Q91UR4
Q91UR4	Q7CEG3
P14647	P14647
A8MZ59	A8MZ59
A8MZ59	Q91ZK4
A8MZ59	Q7YRX0
A8MZ59	P32242
A8MZ59	P80206
A8MZ59	P24610
A8MZ59	O43186
A8MZ59	Q9XSK0
A8MZ59	Q02548
A8MZ59	P26367
A8MZ59	Q3KNR5
A8MZ59	O15266
A8MZ59	Q9BQY4
A8MZ59	Q99697
A8MZ59	P78337
P53220	P53220
O43242	O43242
Q13490	Q13490
Q13490	Q9R016
Q13490	Q13075
Q13490	Q96CA5
Q13490	P98170
Q13490	Q60989
Q14457	Q14457
Q14457	O88597
Q14457	Q4A1L4
Q14457	A8MW95
P09430	P09430
O43298	O43298
O43298	Q96C00
Q8KLS0	Q8KLS0
P11049	P11049
P11049	P27701
P30935	P30935
P30935	P35414
P30935	P41143
P30935	Q969F8
P30935	P49683
P30935	Q8TDU9
P30935	O00155
P12954	P12954
P43601	P43601
P02649	P02649
P71021	P71021
P0DJM0	P0DJM0
Q9P127	Q9P127
Q9BXF6	Q9BXF6
P38682	P38682
P93024	P93024
Q8N6U8	Q8N6U8
Q9NQ90	Q9NQ90
P47129	P47129
Q8ZRG8	Q8ZRG8
Q8ZRG8	P52477
Q8N335	Q8N335
Q9C026	Q9C026
O43918	O43918
P02786	P02786
Q09066	Q09066
P9WJ69	P9WJ69
P02794	P02794
P02794	P02792
P02647	P02647
Q9SZN1	Q9SZN1
Q9SZN1	P11574
O95202	O95202
P38881	P38881
Q9AD92	Q9AD92
Q08446	Q08446
Q08446	Q9SUT5
Q08446	Q9SUR9
Q08446	Q9Y2Z0
Q08446	B4DYC6
P21941	P21941
P21941	O15232
P21941	Q9P218
Q9NZD8	Q9NZD8
Q6PI26	Q6PI26
Q5T9L3	Q5T9L3
Q13323	Q13323
Q9Y530	Q9Y530
P0AFI2	P0AFI2
Q9XIB5	Q9XIB5
Q9BZD2	Q9BZD2
Q9BZD2	Q99808
O32163	O32163
O32163	Q9H1K1
O32163	P0ACD6
Q13257	Q13257
Q13257	O14417
Q13257	Q9NGT3
Q96GS6	Q96GS6
Q02793	Q02793
P63211	P63211
P11433	P11433
P11433	D1MYR8
P73376	P73376
Q9H9C1	Q9H9C1
Q55980	Q55980
P86479	P86479
P86479	P86478
Q9H8K7	Q9H8K7
Q9CQY1	Q9CQY1
Q9CQY1	Q9LVK3
Q13422	Q13422
Q13422	Q9UKT9
Q13422	Q99684
Q14802	Q14802
Q9UHD9	Q9UHD9
Q9UHD9	Q9UMX0
Q9UHD9	Q9NRR5
Q9UHD9	Q9SII8
Q9UHD9	P48510
Q9UHD9	P46379
P48509	P48509
P48509	O60636
P05814	P05814
P05814	P02666
Q96AQ6	Q96AQ6
Q9VDJ9	Q9VDJ9
Q9Y5K3	Q9Y5K3
P10288	P10288
P10288	P15116
P10288	P09803
P10288	P12830
P10288	A5D8W4
P10288	P55288
P10288	Q3KNZ1
P10288	Q8VDK4
P10288	Q99PJ1
Q07748	Q07748
Q9NRF8	Q9NRF8
Q8N4V2	Q8N4V2
P47736	P47736
Q86UE4	Q86UE4
Q86UE4	Q80WJ7
Q93DY9	Q93DY9
Q93DY9	P0DO20
P60660	P60660
P60660	P62199
P60660	P0DP28
P60660	Q7DMN9
P60660	P0DH97
P60660	P0DH98
P60660	Q682T9
P60660	P0DP23
P60660	P62157
P60660	P27482
P49450	P49450
P49450	Q16695
P49450	P84228
P49450	Q71DI3
P49450	P59226
P49450	P68431
P49450	P61830
P49450	P84243
Q9Y5P3	Q9Y5P3
Q9Y653	Q9Y653
Q9Y653	Q8K209
P07263	P07263
P07263	P49590
P9WMQ5	P9WMQ5
P9WMQ5	P30958
Q9VHA0	Q9VHA0
Q12407	Q12407
A9UHW6	A9UHW6
Q17353	Q17353
P0ACF8	P0ACF8
P0ACF8	P0ACG1
Q9U3P2	Q9U3P2
A0A0F6B941	A0A0F6B941
P0DMC9	P0DMC9
O00204	O00204
O00204	O43704
O00204	P50225
O00204	Q9BR01
Q60855	Q60855
P07674	P07674
Q9Y397	Q9Y397
Q9Y397	Q06551
Q9Y397	Q8R173
Q9Y397	P42836
Q9Y397	Q8N966
Q5VWN6	Q5VWN6
O13684	O13684
Q2TBA0	Q2TBA0
Q76N32	Q76N32
Q7Z7G2	Q7Z7G2
P61764	P61764
P61764	Q15833
P24386	P24386
P25856	P25856
P25856	P50362
P25856	P04406
P25856	P46406
Q8IY57	Q8IY57
P10084	P10084
Q9P1A6	Q9P1A6
Q9P1A6	P97836
Q9P1A6	O14490
Q9SYX2	Q9SYX2
Q9SYX2	P43254
Q9SYX2	Q9R1A8
Q9SYX2	Q8NHY2
Q01196	Q01196
Q01196	Q03347
Q01196	Q13761
Q96DZ9	Q96DZ9
O15294	O15294
Q9GZR5	Q9GZR5
Q9GZR5	Q9NYP7
P29547	P29547
Q5ZRQ1	Q5ZRQ1
P47110	P47110
Q03154	Q03154
Q9NWT6	Q9NWT6
O89050	O89050
Q9NPE3	Q9NPE3
P32505	P32505
P05919	P05919
P05919	P19554
P05919	P69699
Q9ULP9	Q9ULP9
Q13586	Q13586
Q8IDQ2	Q8IDQ2
P29373	P29373
P29373	P02689
Q5TEJ8	Q5TEJ8
Q5TEJ8	Q8N1K5
Q5TEJ8	Q8BGW0
Q8MKI9	Q8MKI9
Q8MKI9	P51587
Q99707	Q99707
Q9Y3R0	Q9Y3R0
Q9Y3R0	Q925T6
Q9Y3R0	Q9WTW1
Q9Y3R0	P97879
Q9Y2X7	Q9Y2X7
P74729	P74729
Q9NYB0	Q9NYB0
Q96T51	Q96T51
P9WGX7	P9WGX7
Q9BQ66	Q9BQ66
Q9BQ66	Q9BYR5
Q9BQ66	Q9BYQ4
Q9BQ66	Q9BYQ2
Q8NB15	Q8NB15
P15104	P15104
P15104	O82560
Q8WXH5	Q8WXH5
Q14140	Q14140
P35613	P35613
P05161	P05161
P05161	R9QB93
P34078	P34078
P50549	P50549
Q8N157	Q8N157
P69423	P69423
Q86XR7	Q86XR7
P47741	P47741
P49247	P49247
P14713	P14713
P14713	P14712
P14713	Q10MG9
Q9BVN2	Q9BVN2
P40073	P40073
Q969L2	Q969L2
Q969L2	P21145
Q969L2	Q13021
P69425	P69425
P55011	P55011
P55011	Q13621
P55011	Q8THK8
Q10173	Q10173
Q6P9B6	Q6P9B6
Q18825	Q18825
P38764	P38764
P38764	Q13200
Q1PLH3	Q1PLH3
Q01524	Q01524
Q2NKQ1	Q2NKQ1
Q2NKQ1	Q8BPQ7
Q7Z783	Q7Z783
Q7Z783	O43597
Q7Z783	O43609
Q7Z783	Q9C004
P49411	P49411
P49411	A0A384ME17
P49411	P74227
P49411	P0CE47
Q6IQ20	Q6IQ20
Q8IVL1	Q8IVL1
Q00597	Q00597
Q12516	Q12516
P17065	P17065
Q9H175	Q9H175
P08877	P08877
Q08484	Q08484
Q08484	Q9NU19
Q8X482	Q8X482
Q5TD97	Q5TD97
Q5TD97	Q13643
Q5TD97	Q14192
Q5TD97	P53669
Q5TD97	P53667
Q5TD97	P53670
Q96CD2	Q96CD2
P15380	P15380
P15380	P41815
P15380	P32487
P15380	P04817
P15380	P38090
Q764M6	Q764M6
Q49A26	Q49A26
Q9NWN3	Q9NWN3
Q12206	Q12206
P0ACB0	P0ACB0
P0ACB0	Q9X4C9
Q6PAL8	Q6PAL8
Q9HB96	Q9HB96
P11938	P11938
P71590	P71590
Q13740	Q13740
P49901	P49901
P06974	P06974
Q99K10	Q99K10
Q99K10	Q62765
Q99K10	Q62888
Q99K10	Q8N0W4
P51511	P51511
P51511	P50281
P51511	Q9H239
Q9UL45	Q9UL45
Q96JN0	Q96JN0
Q8NA54	Q8NA54
Q9F4H2	Q9F4H2
P16109	P16109
Q86WS4	Q86WS4
Q9UL15	Q9UL15
Q494U1	Q494U1
O60828	O60828
Q9BRG1	Q9BRG1
Q8N5S9	Q8N5S9
Q8N5S9	Q5HZ38
Q8N5S9	Q93V58
Q8N5S9	O14965
Q8N5S9	Q9FX43
Q8N5S9	Q9WTK7
Q8N5S9	Q15831
Q8N5S9	Q66MH8
Q8N5S9	Q96RU8
Q8N5S9	Q96RU7
Q8N5S9	Q9WVS7
Q8N5S9	Q13163
Q8N5S9	Q63932
Q8N5S9	P31938
Q8N5S9	P36507
Q8N5S9	P29678
Q8N5S9	Q24324
Q6VGT1	Q6VGT1
O56327	O56327
Q8BG40	Q8BG40
Q8BG40	Q8VDD9
Q2RIF6	Q2RIF6
Q2RIF6	P42411
Q8IWU2	Q8IWU2
O15534	O15534
O15534	O54943
Q4KMG9	Q4KMG9
P19267	P19267
Q96EK5	Q96EK5
P52205	P52205
Q6ZN18	Q6ZN18
Q9NQX5	Q9NQX5
Q96GM5	Q96GM5
Q96GM5	Q6P9Z1
Q8N9N5	Q8N9N5
O75503	O75503
Q92636	Q92636
Q92636	Q8IZQ1
Q92636	P50851
Q92636	Q6ZNJ1
Q8N386	Q8N386
P10606	P10606
O00522	O00522
Q13561	Q13561
Q39234	Q39234
Q39234	Q39162
Q39234	Q93ZE2
Q39234	P43273
P19235	P19235
P19235	P14753
Q9NNW5	Q9NNW5
Q8TAA9	Q8TAA9
Q8TAA9	Q9ULK5
P04040	P04040
P04040	P25819
P10815	P10815
P10815	P14635
P10815	P36630
P10815	Q8WWL7
O55143	O55143
O55143	P16615
O55143	O75185
P0A8Y8	P0A8Y8
Q21227	Q21227
P13010	P13010
P21980	P21980
Q9BSD3	Q9BSD3
Q8N4S9	Q8N4S9
O75419	O75419
P03129	P03129
P07510	P07510
Q9Y247	Q9Y247
O15126	O15126
O15126	Q8TAC9
P36037	P36037
G5EEM5	G5EEM5
Q03761	Q03761
Q92859	Q92859
Q92859	P43146
Q92859	Q63155
P53933	P53933
P0C0M0	P0C0M0
Q91YS4	Q91YS4
Q91YS4	O88448
Q91YS4	O88447
Q91YS4	Q6P597
O95447	O95447
Q5JII1	Q5JII1
Q15125	Q15125
Q9NUQ8	Q9NUQ8
D3Z7P3	D3Z7P3
Q15517	Q15517
Q15517	A0A1U9X8X8
Q9Z0R4	Q9Z0R4
P01120	P01120
P01120	P01119
P01120	P01111
P01120	P01116
P01120	Q61411
P01120	P32883
P01120	P08556
P01120	P62070
P01120	P61224
P01120	P10114
P01120	P62835
P01120	P11233
P01120	Q15382
P01120	Q8TAI7
P01120	Q9VND8
P01120	Q92963
P01120	P70425
P01120	Q5BJQ5
P01120	P55040
P01120	Q91Z61
P01120	O35626
O60568	O60568
P40955	P40955
P15880	P15880
O15318	O15318
O15318	Q9BT43
P15436	P15436
P15436	P30316
A8HN58	A8HN58
Q8IV36	Q8IV36
Q39083	Q39083
P98161	P98161
P98161	O08852
Q02535	Q02535
Q02535	P18491
Q02535	P41134
Q02535	Q02363
Q02535	P41136
P0A734	P0A734
P0A734	P58152
P06213	P06213
P06213	P08069
P06213	P15208
P06213	Q06418
P06213	P35968
P06213	P35918
Q9UI14	Q9UI14
Q9UI14	O35394
Q06676	Q06676
P47117	P47117
P47117	P61157
P47117	P68033
P47117	P68135
P47117	G3CKA6
P47117	P29751
P47117	P60010
P47117	P68139
P47117	P68032
P47117	P60709
P47117	P63261
P47117	P60711
P47117	Q9Y615
P47117	P32381
P38695	P38695
P38695	P43581
P38695	P32465
P38695	P53631
P15924	P15924
Q6XVW5	Q6XVW5
P22575	P22575
P0CE12	P0CE12
P36107	P36107
P02766	P02766
Q08IG9	Q08IG9
Q13042	Q13042
Q64337	Q64337
Q64337	Q13501
P27695	P27695
Q7M9H3	Q7M9H3
Q12154	Q12154
Q12154	Q58542
Q96ES7	Q96ES7
Q15013	Q15013
Q7Z4N8	Q7Z4N8
Q7Z4N8	O15460
P55038	P55038
P55038	P96218
P55038	P55037
P30260	P30260
Q68CQ4	Q68CQ4
O43542	O43542
P04802	P04802
Q9SZN7	Q9SZN7
P50995	P50995
P50995	P20073
P50995	G3I2P8
P50995	P07355
P50995	Q6TEQ7
P50995	Q9UJ72
P47166	P47166
Q562F6	Q562F6
P89884	P89884
Q9BXI3	Q9BXI3
Q9Y4B6	Q9Y4B6
Q8AXF4	Q8AXF4
Q8AXF4	Q90Z80
Q5BJH2	Q5BJH2
P02751	P02751
Q9NUB1	Q9NUB1
Q06598	Q06598
Q5EBL4	Q5EBL4
Q5EBL4	Q969X0
Q5EBL4	Q96NA2
P54257	P54257
P54257	P54256
Q9NRY2	Q9NRY2
Q12118	Q12118
Q12118	O43765
Q12118	Q96EQ0
Q12118	P15705
Q12118	P31948
P41912	P41912
P87108	P87108
Q53GL7	Q53GL7
P03502	P03502
Q9QUR7	Q9QUR7
Q9QUR7	Q13526
Q9QUR7	Q9I9K6
P25693	P25693
Q5XUX0	Q5XUX0
P91349	P91349
Q0VDD7	Q0VDD7
Q70YC5	Q70YC5
Q582G4	Q582G4
Q8TF76	Q8TF76
P47123	P47123
Q96L14	Q96L14
Q5SW45	Q5SW45
Q5SW45	Q3UK10
Q08204	Q08204
Q924N4	Q924N4
Q924N4	Q63633
Q14376	Q14376
P40960	P40960
Q6XVY7	Q6XVY7
P0A8J2	P0A8J2
Q06455	Q06455
O15516	O15516
O15516	Q9WTL8
O15516	O00327
Q69YI7	Q69YI7
Q14997	Q14997
Q71RC2	Q71RC2
O88751	O88751
O88751	Q9NP86
O88751	P02585
O88751	Q9BXU9
O88751	Q12798
O88751	O15182
O88751	P41208
Q08981	Q08981
O36972	O36972
A4D1E9	A4D1E9
Q9UBP6	Q9UBP6
P10664	P10664
Q8IX15	Q8IX15
Q9R064	Q9R064
Q9R064	Q9H8Y8
Q9R064	O35254
Q9R064	Q9BQQ3
Q05127	Q05127
Q99325	Q99325
P36957	P36957
Q96P20	Q96P20
Q96P20	P13489
Q96P20	Q8WX94
P49418	P49418
P49418	O08838
P49418	O00499
Q6NSI4	Q6NSI4
O95562	O95562
O95562	Q8WV19
Q8WWZ3	Q8WWZ3
Q9NVH1	Q9NVH1
Q20057	Q20057
Q9H2C0	Q9H2C0
Q9BWC9	Q9BWC9
Q9BTA9	Q9BTA9
Q8TBP0	Q8TBP0
Q8TBP0	Q8TC07
Q8TBP0	Q9HA65
P36068	P36068
Q07879	Q07879
Q9NUW8	Q9NUW8
Q9NQZ6	Q9NQZ6
O43805	O43805
Q8N715	Q8N715
P26936	P26936
O75367	O75367
O75367	P16104
O75367	P04910
O75367	P04909
O75367	Q7L7L0
O75367	Q6FI13
O75367	P04911
O75367	P27661
O75367	P0C0S8
O75367	P48003
O75367	P0C0S5
Q01105	Q01105
Q8WU20	Q8WU20
Q8WU20	Q8C180
Q38SD2	Q38SD2
Q9BUI4	Q9BUI4
O48915	O48915
P56279	P56279
P28288	P28288
O82230	O82230
Q8L5U0	Q8L5U0
Q66GS9	Q66GS9
Q66GS9	Q9BZW7
Q9ULA0	Q9ULA0
Q8R5C8	Q8R5C8
Q8R5C8	Q15326
Q9DCD5	Q9DCD5
Q9DCD5	A0A1B0GVM0
P61978	P61978
A9XMT3	A9XMT3
Q68D86	Q68D86
Q9H4Y5	Q9H4Y5
P62081	P62081
Q8BFZ4	Q8BFZ4
Q8BFZ4	Q9UKT7
Q9UHR5	Q9UHR5
O94955	O94955
Q8TD10	Q8TD10
P31323	P31323
P31323	P12369
P31323	P00515
P31323	P10644
P31323	P00514
P38247	P38247
Q20010	Q20010
Q8N6Y0	Q8N6Y0
Q06523	Q06523
P49917	P49917
P01552	P01552
Q96GN5	Q96GN5
P53992	P53992
P53992	O94855
Q8NB12	Q8NB12
Q9H609	Q9H609
Q13895	Q13895
P02699	P02699
P49789	P49789
Q8N6K7	Q8N6K7
Q9NP70	Q9NP70
P0C7W6	P0C7W6
P40515	P40515
P89462	P89462
P89462	U5TQE9
A0A0H3NI89	A0A0H3NI89
A0A0H3NI89	P69829
Q8WZA1	Q8WZA1
P58753	P58753
O14958	O14958
Q8TAP6	Q8TAP6
P70662	P70662
P19878	P19878
P19878	Q86UR1
P19878	A0JC82
Q61140	Q61140
Q61140	P56945
Q61140	Q14511
Q61140	O35177
P17936	P17936
P17936	P24593
P17936	P08833
Q63953	Q63953
P0A9H9	P0A9H9
Q14244	Q14244
Q9H0K6	Q9H0K6
Q3E840	Q3E840
Q15257	Q15257
Q15257	Q12461
Q9Y5L0	Q9Y5L0
Q08974	Q08974
P10912	P10912
P10912	P16471
O76003	O76003
O76003	Q03835
O76003	P32642
O76003	Q02784
P12104	P12104
O75531	O75531
P42615	P42615
Q14573	Q14573
Q6TQR6	Q6TQR6
O60885	O60885
O60885	P25440
A3DCU2	A3DCU2
Q8WXF3	Q8WXF3
D0ZLQ7	D0ZLQ7
P21192	P21192
Q14657	Q14657
P61457	P61457
Q9KS12	Q9KS12
Q8N5M1	Q8N5M1
Q86UY6	Q86UY6
Q9NWQ4	Q9NWQ4
Q02606	Q02606
Q96D03	Q96D03
Q12498	Q12498
Q9UTR8	Q9UTR8
C5AW20	C5AW20
Q9SXZ2	Q9SXZ2
P26937	P26937
Q16385	Q16385
Q16385	Q99909
Q16385	O60225
Q96BS2	Q96BS2
Q00059	Q00059
Q96BZ8	Q96BZ8
O43759	O43759
O43759	O43761
Q9Y697	Q9Y697
Q9Y697	P0A6B9
Q9Y697	Q96I15
O95544	O95544
O95544	Q06892
Q9H840	Q9H840
Q96DN0	Q96DN0
P0C7Q2	P0C7Q2
P34314	P34314
P34314	Q39238
Q8T4F7	Q8T4F7
Q8T4F7	Q03173
Q8T4F7	Q8N8S7
Q5W111	Q5W111
A5YKK6	A5YKK6
P13134	P13134
P13134	P41413
P13134	P29122
P13134	Q62849
P13134	P09958
Q9P2M4	Q9P2M4
Q47730	Q47730
Q99750	Q99750
Q92597	Q92597
Q9H160	Q9H160
Q9H160	Q08465
O75161	O75161
Q8N2M8	Q8N2M8
P47025	P47025
P47025	P36130
Q96B26	Q96B26
P25454	P25454
P25454	Q06609
P25454	Q8MKI8
P25454	Q14565
Q10589	Q10589
Q96QF0	Q96QF0
Q96QF0	Q62739
Q96QF0	Q8TBN0
O32081	O32081
P32354	P32354
P40335	P40335
P38962	P38962
Q8IUZ5	Q8IUZ5
Q96EL1	Q96EL1
Q78PY7	Q78PY7
Q78PY7	Q7KZF4
Q70AZ6	Q70AZ6
P43594	P43594
Q9NWV4	Q9NWV4
P09661	P09661
Q99259	Q99259
Q9LUA3	Q9LUA3
Q54N00	Q54N00
Q86WK6	Q86WK6
Q86WK6	Q9JJ28
Q91WC1	Q91WC1
Q91WC1	Q9NUX5
Q0VD86	Q0VD86
P98082	P98082
P98082	O88797
P98082	P98078
P98082	O75553
P98082	P97318
Q06108	Q06108
Q9LVM5	Q9LVM5
O07529	O07529
Q9BW66	Q9BW66
Q04049	Q04049
Q8BHJ7	Q8BHJ7
Q8BHJ7	P48168
Q8BHJ7	P63079
Q9Z0G0	Q9Z0G0
Q9Z0G0	Q8TF65
Q9Z0G0	Q9Z2H7
P36123	P36123
P36123	P43612
O15496	O15496
Q95ZK7	Q95ZK7
Q13416	Q13416
O60239	O60239
P0ABV2	P0ABV2
Q9H668	Q9H668
Q8NA61	Q8NA61
Q7DB74	Q7DB74
Q12527	Q12527
O95751	O95751
Q9Y5A7	Q9Y5A7
Q9BTV4	Q9BTV4
O75506	O75506
Q9Y468	Q9Y468
Q9Y468	Q96JM7
Q9Y468	Q9VK33
Q13432	Q13432
Q9P0S3	Q9P0S3
P0A910	P0A910
O43852	O43852
Q86Y07	Q86Y07
Q86Y07	Q99986
Q8SRG7	Q8SRG7
O00750	O00750
O00750	P42336
O00750	P42337
O00750	P48736
O00750	P42338
O00750	Q8BTI9
P78347	P78347
P08648	P08648
P08648	P08514
P08648	P06756
O00233	O00233
O00233	Q9VFS8
O75330	O75330
P01101	P01101
P01101	P01100
P01101	P15408
Q9VXH6	Q9VXH6
